Nomer elektrolizera,,,min,max
1.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_2,20.79689415402259,42.0
1.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._0,0.0,-1.5050861867014822
1.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._1,-1.5050861867014822,2.5331164897317917
1.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._2,2.5331164897317917,24.0
1.0,RMPR: vremia zapreta,RMPR: vremia zapreta_0,0.0,-2.4082491816668288
1.0,RMPR: vremia zapreta,RMPR: vremia zapreta_1,-2.4082491816668288,3.1497264543941013
1.0,RMPR: vremia zapreta,RMPR: vremia zapreta_2,3.1497264543941013,24.0
1.0,Shum,Shum_0,0.001,0.007237483652540792
1.0,Shum,Shum_1,0.007237483652540792,0.023935191869280746
1.0,Shum,Shum_2,0.023935191869280746,0.133
1.0,Tsel. KO,Tsel. KO_0,2.25,2.275550664989115
1.0,Tsel. KO,Tsel. KO_1,2.275550664989115,2.357373591961976
1.0,Tsel. KO,Tsel. KO_2,2.357373591961976,2.7000000000000006
1.0,Tsel. napr. el-ra,Tsel. napr. el-ra_0,3.63,3.6025975851721688
1.0,Tsel. napr. el-ra,Tsel. napr. el-ra_1,3.6025975851721688,3.817306445537943
1.0,Tsel. napr. el-ra,Tsel. napr. el-ra_2,3.817306445537943,6.02
1.0,Tsel. temp. el-ta,Tsel. temp. el-ta_0,962.0,958.958199843759
1.0,Tsel. temp. el-ta,Tsel. temp. el-ta_1,958.958199843759,966.140553751639
1.0,Tsel. temp. el-ta,Tsel. temp. el-ta_2,966.140553751639,1000.0
1.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_0,927.0,948.1191026658593
1.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_1,948.1191026658593,966.0745081763479
1.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_2,966.0745081763479,999.0
1.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._0,914.0,941.66428972678
1.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._1,941.66428972678,960.64430402322
1.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._2,960.64430402322,999.0
1.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_0,0.0,-0.15051757567136193
1.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_1,-0.15051757567136193,11.836064450671362
1.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_2,11.836064450671362,56.0
1.0,Ustavka APG,Ustavka APG_0,1.1,1.0741573282142072
1.0,Ustavka APG,Ustavka APG_1,1.0741573282142072,1.5476229748160868
1.0,Ustavka APG,Ustavka APG_2,1.5476229748160868,3.0
1.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._0,0.0,-1.3968945027002488
1.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._1,-1.3968945027002488,1.753499404075025
1.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._2,1.753499404075025,24.0
1.0,Vremia na golod.,Vremia na golod._0,0.0,-6.5979181535573135
1.0,Vremia na golod.,Vremia na golod._1,-6.5979181535573135,22.22613094495002
1.0,Vremia na golod.,Vremia na golod._2,22.22613094495002,105.0
1.0,Vremia otkl. APG,Vremia otkl. APG_0,0.0,-1.9469075384796821
1.0,Vremia otkl. APG,Vremia otkl. APG_1,-1.9469075384796821,2.4894060441581085
1.0,Vremia otkl. APG,Vremia otkl. APG_2,2.4894060441581085,24.0
1.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_0,1.1,8.252869917096177
1.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_1,8.252869917096177,13.569565365741735
1.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_2,13.569565365741735,24.0
1.0,Vremia v nedopitke,Vremia v nedopitke_0,0.6,4.520024518701396
1.0,Vremia v nedopitke,Vremia v nedopitke_1,4.520024518701396,7.885942757525729
1.0,Vremia v nedopitke,Vremia v nedopitke_2,7.885942757525729,10.8
1.0,Vremia v perepitke,Vremia v perepitke_0,0.1,4.061767427115071
1.0,Vremia v perepitke,Vremia v perepitke_1,4.061767427115071,7.279714767302635
1.0,Vremia v perepitke,Vremia v perepitke_2,7.279714767302635,10.2
1.0,Vremia v teste,Vremia v teste_0,0.0,-0.24126242664923414
1.0,Vremia v teste,Vremia v teste_1,-0.24126242664923414,1.597133638770448
1.0,Vremia v teste,Vremia v teste_2,1.597133638770448,7.7
1.0,Vremia zapreta APG,Vremia zapreta APG_0,0.0,-2.279078704335601
1.0,Vremia zapreta APG,Vremia zapreta APG_1,-2.279078704335601,2.8815408255477224
1.0,Vremia zapreta APG,Vremia zapreta APG_2,2.8815408255477224,24.0
1.0,Vylivka: L/O,Vylivka: L/O_0,1760.0,3586.0135673413724
1.0,Vylivka: L/O,Vylivka: L/O_1,3586.0135673413724,4526.651802308433
1.0,Vylivka: L/O,Vylivka: L/O_2,4526.651802308433,8970.0
1.0,Vylivka: zadanie,Vylivka: zadanie_0,1000.0,3649.014506030976
1.0,Vylivka: zadanie,Vylivka: zadanie_1,3649.014506030976,4374.958362186078
1.0,Vylivka: zadanie,Vylivka: zadanie_2,4374.958362186078,5170.0
2.0,APG,APG_0,9380.7,43862.15382107104
2.0,APG,APG_1,43862.15382107104,51261.79098587883
2.0,APG,APG_2,51261.79098587883,68221.7
2.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._0,0.0,19.4511711844751
2.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._1,19.4511711844751,80.47176114635197
2.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._2,80.47176114635197,129.0
2.0,AlF3: ustavka pitaniia,AlF3: ustavka pitaniia_0,8.0,-48.38640724099125
2.0,AlF3: ustavka pitaniia,AlF3: ustavka pitaniia_1,-48.38640724099125,222.62265137244665
2.0,AlF3: ustavka pitaniia,AlF3: ustavka pitaniia_2,222.62265137244665,480.0
2.0,AlF3: ves dozy,AlF3: ves dozy_0,0.7,0.8614920632316435
2.0,AlF3: ves dozy,AlF3: ves dozy_1,0.8614920632316435,1.0902314031753326
2.0,AlF3: ves dozy,AlF3: ves dozy_2,1.0902314031753326,1.06
2.0,Cr. dobavka po shumam,Cr. dobavka po shumam_0,0.0,-0.005806868584425355
2.0,Cr. dobavka po shumam,Cr. dobavka po shumam_1,-0.005806868584425355,0.011260389711185901
2.0,Cr. dobavka po shumam,Cr. dobavka po shumam_2,0.011260389711185901,0.14
2.0,Cr. dobavka pri zamene,Cr. dobavka pri zamene_0,0.0,0.020023212890704335
2.0,Cr. dobavka pri zamene,Cr. dobavka pri zamene_1,0.020023212890704335,0.048361763635116496
2.0,Cr. dobavka pri zamene,Cr. dobavka pri zamene_2,0.048361763635116496,0.086
2.0,Cr. vremennaia dobavka,Cr. vremennaia dobavka_0,0.0,-0.005258019301235121
2.0,Cr. vremennaia dobavka,Cr. vremennaia dobavka_1,-0.005258019301235121,0.006397925404521507
2.0,Cr. vremennaia dobavka,Cr. vremennaia dobavka_2,0.006397925404521507,0.14400000000000002
2.0,Dlit. shuma,Dlit. shuma_0,0.0,-1.1288306905069017
2.0,Dlit. shuma,Dlit. shuma_1,-1.1288306905069017,3.630205466358668
2.0,Dlit. shuma,Dlit. shuma_2,3.630205466358668,23.8
2.0,Dlitelnost vylivki,Dlitelnost vylivki_0,4.0,18.74076466950119
2.0,Dlitelnost vylivki,Dlitelnost vylivki_1,18.74076466950119,31.41375624817762
2.0,Dlitelnost vylivki,Dlitelnost vylivki_2,31.41375624817762,57.0
2.0,Dob. napr.,Dob. napr._0,0.0,-0.029000500898180456
2.0,Dob. napr.,Dob. napr._1,-0.029000500898180456,0.08020313090415727
2.0,Dob. napr.,Dob. napr._2,0.08020313090415727,1.884
2.0,Dobavka k ust. po T elektrolita,Dobavka k ust. po T elektrolita_0,-0.06,-0.008318315886849613
2.0,Dobavka k ust. po T elektrolita,Dobavka k ust. po T elektrolita_1,-0.008318315886849613,0.03564789335163829
2.0,Dobavka k ust. po T elektrolita,Dobavka k ust. po T elektrolita_2,0.03564789335163829,0.083
2.0,Doza glinozema,Doza glinozema_0,5.3,5.839603365318885
2.0,Doza glinozema,Doza glinozema_1,5.839603365318885,6.297172696457229
2.0,Doza glinozema,Doza glinozema_2,6.297172696457229,6.900000000000001
2.0,El-lit: CaF2,El-lit: CaF2_0,4.56,5.069291194799692
2.0,El-lit: CaF2,El-lit: CaF2_1,5.069291194799692,5.693083780295015
2.0,El-lit: CaF2,El-lit: CaF2_2,5.693083780295015,6.78
2.0,El-lit: KO,El-lit: KO_0,2.1,2.1940590706120813
2.0,El-lit: KO,El-lit: KO_1,2.1940590706120813,2.401720965251658
2.0,El-lit: KO,El-lit: KO_2,2.401720965251658,2.725
2.0,El-lit: MgF2,El-lit: MgF2_0,0.2,0.5443124480167307
2.0,El-lit: MgF2,El-lit: MgF2_1,0.5443124480167307,0.6977855794787859
2.0,El-lit: MgF2,El-lit: MgF2_2,0.6977855794787859,0.93
2.0,El-lit: temp-ra,El-lit: temp-ra_0,932.0,948.6689828697603
2.0,El-lit: temp-ra,El-lit: temp-ra_1,948.6689828697603,967.7947852461817
2.0,El-lit: temp-ra,El-lit: temp-ra_2,967.7947852461817,1007.0
2.0,El-t: uroven (fakt),El-t: uroven (fakt)_0,9.0,15.199269456006268
2.0,El-t: uroven (fakt),El-t: uroven (fakt)_1,15.199269456006268,20.331165326602427
2.0,El-t: uroven (fakt),El-t: uroven (fakt)_2,20.331165326602427,28.0
2.0,Int. mezhdu vyl. i zam. anoda,Int. mezhdu vyl. i zam. anoda_0,0.1,5.389564182605529
2.0,Int. mezhdu vyl. i zam. anoda,Int. mezhdu vyl. i zam. anoda_1,5.389564182605529,10.359051542754386
2.0,Int. mezhdu vyl. i zam. anoda,Int. mezhdu vyl. i zam. anoda_2,10.359051542754386,33.8
2.0,Int. mezhdu zam. i vyl.,Int. mezhdu zam. i vyl._0,0.4,1.766052862206326
2.0,Int. mezhdu zam. i vyl.,Int. mezhdu zam. i vyl._1,1.766052862206326,5.19924125544072
2.0,Int. mezhdu zam. i vyl.,Int. mezhdu zam. i vyl._2,5.19924125544072,28.100000000000005
2.0,Int. mezhdu zam. i zas. anoda,Int. mezhdu zam. i zas. anoda_0,0.9,2.3024460571855516
2.0,Int. mezhdu zam. i zas. anoda,Int. mezhdu zam. i zas. anoda_1,2.3024460571855516,8.645576541684516
2.0,Int. mezhdu zam. i zas. anoda,Int. mezhdu zam. i zas. anoda_2,8.645576541684516,43.7
2.0,Kol-vo doz APG v avt.rezh.,Kol-vo doz APG v avt.rezh._0,0.0,6257.987691327451
2.0,Kol-vo doz APG v avt.rezh.,Kol-vo doz APG v avt.rezh._1,6257.987691327451,9020.237872582324
2.0,Kol-vo doz APG v avt.rezh.,Kol-vo doz APG v avt.rezh._2,9020.237872582324,11563.0
2.0,Kol-vo doz APG v nedopitke,Kol-vo doz APG v nedopitke_0,34.0,729.5637129923966
2.0,Kol-vo doz APG v nedopitke,Kol-vo doz APG v nedopitke_1,729.5637129923966,1550.4575636033483
2.0,Kol-vo doz APG v nedopitke,Kol-vo doz APG v nedopitke_2,1550.4575636033483,2030.0
2.0,Kol-vo doz APG v nominale,Kol-vo doz APG v nominale_0,0.0,2905.741029190096
2.0,Kol-vo doz APG v nominale,Kol-vo doz APG v nominale_1,2905.741029190096,4506.032047732981
2.0,Kol-vo doz APG v nominale,Kol-vo doz APG v nominale_2,4506.032047732981,6956.0
2.0,Kol-vo doz APG v perepitke,Kol-vo doz APG v perepitke_0,256.0,2209.7696001611994
2.0,Kol-vo doz APG v perepitke,Kol-vo doz APG v perepitke_1,2209.7696001611994,3644.33301358517
2.0,Kol-vo doz APG v perepitke,Kol-vo doz APG v perepitke_2,3644.33301358517,4889.0
2.0,Kol-vo doz APG v teste,Kol-vo doz APG v teste_0,0.0,-29.546409294230592
2.0,Kol-vo doz APG v teste,Kol-vo doz APG v teste_1,-29.546409294230592,93.64682770427243
2.0,Kol-vo doz APG v teste,Kol-vo doz APG v teste_2,93.64682770427243,525.0
2.0,Kol-vo nedopitok,Kol-vo nedopitok_0,0.0,11.857147978045518
2.0,Kol-vo nedopitok,Kol-vo nedopitok_1,11.857147978045518,18.889092623458243
2.0,Kol-vo nedopitok,Kol-vo nedopitok_2,18.889092623458243,23.0
2.0,Kol-vo perepitok,Kol-vo perepitok_0,0.0,10.438102515878036
2.0,Kol-vo perepitok,Kol-vo perepitok_1,10.438102515878036,18.323175679610685
2.0,Kol-vo perepitok,Kol-vo perepitok_2,18.323175679610685,24.0
2.0,Kol-vo testov,Kol-vo testov_0,0.0,-0.24333597369120596
2.0,Kol-vo testov,Kol-vo testov_1,-0.24333597369120596,3.6305540188039878
2.0,Kol-vo testov,Kol-vo testov_2,3.6305540188039878,9.0
2.0,Metall kovshei: Fe,Metall kovshei: Fe_0,0.0212,0.008756656118825978
2.0,Metall kovshei: Fe,Metall kovshei: Fe_1,0.008756656118825978,0.10351182214204353
2.0,Metall kovshei: Fe,Metall kovshei: Fe_2,0.10351182214204353,0.6697
2.0,Metall kovshei: Si,Metall kovshei: Si_0,0.0292,0.015992721820161974
2.0,Metall kovshei: Si,Metall kovshei: Si_1,0.015992721820161974,0.07025411612450203
2.0,Metall kovshei: Si,Metall kovshei: Si_2,0.07025411612450203,0.345
2.0,Metall: uroven,Metall: uroven_0,10.0,14.63987574329114
2.0,Metall: uroven,Metall: uroven_1,14.63987574329114,18.046114594873114
2.0,Metall: uroven,Metall: uroven_2,18.046114594873114,22.0
2.0,Metall: uroven (rasch.),Metall: uroven (rasch.)_0,10.0,14.62738509881913
2.0,Metall: uroven (rasch.),Metall: uroven (rasch.)_1,14.62738509881913,18.104982050939324
2.0,Metall: uroven (rasch.),Metall: uroven (rasch.)_2,18.104982050939324,23.0
2.0,Napr. el-ra,Napr. el-ra_0,2.537,3.6338067530823164
2.0,Napr. el-ra,Napr. el-ra_1,3.6338067530823164,3.9377928619321247
2.0,Napr. el-ra,Napr. el-ra_2,3.9377928619321247,6.288999999999999
2.0,Napr. oshin.,Napr. oshin._0,0.039000595,0.4892883789027329
2.0,Napr. oshin.,Napr. oshin._1,0.4892883789027329,0.8397721847871713
2.0,Napr. oshin.,Napr. oshin._2,0.8397721847871713,0.993667689
2.0,Napr. priv.,Napr. priv._0,0.058,3.1225773489028406
2.0,Napr. priv.,Napr. priv._1,3.1225773489028406,4.271674767748141
2.0,Napr. priv.,Napr. priv._2,4.271674767748141,6.2810000000000015
2.0,Napr. zad.,Napr. zad._0,3.593,3.622327014095055
2.0,Napr. zad.,Napr. zad._1,3.622327014095055,3.8714063192382717
2.0,Napr. zad.,Napr. zad._2,3.8714063192382717,5.319
2.0,Obr. EDS,Obr. EDS_0,1.107,1.4018471959629566
2.0,Obr. EDS,Obr. EDS_1,1.4018471959629566,1.7964720528633369
2.0,Obr. EDS,Obr. EDS_2,1.7964720528633369,2.208
2.0,RMPR: dlit. MAINA,RMPR: dlit. MAINA_0,1.0,5.747861757838837
2.0,RMPR: dlit. MAINA,RMPR: dlit. MAINA_1,5.747861757838837,30.112738435772005
2.0,RMPR: dlit. MAINA,RMPR: dlit. MAINA_2,30.112738435772005,91.0
2.0,RMPR: dlit. VIRA,RMPR: dlit. VIRA_0,2.0,12.710334115040583
2.0,RMPR: dlit. VIRA,RMPR: dlit. VIRA_1,12.710334115040583,35.23180667570195
2.0,RMPR: dlit. VIRA,RMPR: dlit. VIRA_2,35.23180667570195,78.0
2.0,RMPR: koeff.,RMPR: koeff._0,23.1,26.668523760431423
2.0,RMPR: koeff.,RMPR: koeff._1,26.668523760431423,33.535912112278325
2.0,RMPR: koeff.,RMPR: koeff._2,33.535912112278325,44.4
2.0,RMPR: kol-vo MAINA,RMPR: kol-vo MAINA_0,0.0,2.8337935345245118
2.0,RMPR: kol-vo MAINA,RMPR: kol-vo MAINA_1,2.8337935345245118,12.820666559372201
2.0,RMPR: kol-vo MAINA,RMPR: kol-vo MAINA_2,12.820666559372201,35.0
2.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_0,0.0,8.01291106648407
2.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_1,8.01291106648407,19.735445741027668
2.0,RMPR: kol-vo VIRA,RMPR: kol-vo VIRA_2,19.735445741027668,39.0
2.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._0,0.0,-2.934012373533515
2.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._1,-2.934012373533515,4.82208749090442
2.0,RMPR: vremia v ruch.rezh.,RMPR: vremia v ruch.rezh._2,4.82208749090442,24.0
2.0,RMPR: vremia zapreta,RMPR: vremia zapreta_0,0.0,-3.1630886802749707
2.0,RMPR: vremia zapreta,RMPR: vremia zapreta_1,-3.1630886802749707,4.513135628631778
2.0,RMPR: vremia zapreta,RMPR: vremia zapreta_2,4.513135628631778,24.0
2.0,Shum,Shum_0,0.005,0.007132679909990876
2.0,Shum,Shum_1,0.007132679909990876,0.021976288267443907
2.0,Shum,Shum_2,0.021976288267443907,0.09900000000000002
2.0,Tsel. KO,Tsel. KO_0,2.25,2.2754799053266406
2.0,Tsel. KO,Tsel. KO_1,2.2754799053266406,2.357622214133847
2.0,Tsel. KO,Tsel. KO_2,2.357622214133847,2.7000000000000006
2.0,Tsel. napr. el-ra,Tsel. napr. el-ra_0,3.63,3.5711500082930585
2.0,Tsel. napr. el-ra,Tsel. napr. el-ra_1,3.5711500082930585,3.846460781687616
2.0,Tsel. napr. el-ra,Tsel. napr. el-ra_2,3.846460781687616,6.7
2.0,Tsel. temp. el-ta,Tsel. temp. el-ta_0,962.0,958.9597391856735
2.0,Tsel. temp. el-ta,Tsel. temp. el-ta_1,958.9597391856735,966.1423802748275
2.0,Tsel. temp. el-ta,Tsel. temp. el-ta_2,966.1423802748275,1000.0
2.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_0,932.0,948.8818647103822
2.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_1,948.8818647103822,967.1667261545351
2.0,Upravlenie: temp-ra el-ta,Upravlenie: temp-ra el-ta_2,967.1667261545351,999.0
2.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._0,923.0,942.9012621187003
2.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._1,942.9012621187003,961.749032576781
2.0,Upravlenie: temp-ra likv.,Upravlenie: temp-ra likv._2,961.749032576781,988.0
2.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_0,-4.0,-0.020220724174605742
2.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_1,-0.020220724174605742,11.163639191758104
2.0,Upravlenie: temp-ra peregreva,Upravlenie: temp-ra peregreva_2,11.163639191758104,49.0
2.0,Ustavka APG,Ustavka APG_0,1.0,0.9908845125291437
2.0,Ustavka APG,Ustavka APG_1,0.9908845125291437,1.2999049611550573
2.0,Ustavka APG,Ustavka APG_2,1.2999049611550573,3.3
2.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._0,0.0,-2.5181983549475135
2.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._1,-2.5181983549475135,3.411324475688707
2.0,Vremia APG v ruch.rezh.,Vremia APG v ruch.rezh._2,3.411324475688707,24.0
2.0,Vremia na golod.,Vremia na golod._0,0.0,-6.118808847840758
2.0,Vremia na golod.,Vremia na golod._1,-6.118808847840758,18.166627138336874
2.0,Vremia na golod.,Vremia na golod._2,18.166627138336874,108.0
2.0,Vremia otkl. APG,Vremia otkl. APG_0,0.0,-2.616396742140625
2.0,Vremia otkl. APG,Vremia otkl. APG_1,-2.616396742140625,3.5516029585183966
2.0,Vremia otkl. APG,Vremia otkl. APG_2,3.5516029585183966,24.0
2.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_0,0.2,8.413650616092806
2.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_1,8.413650616092806,13.215964768522586
2.0,Vremia pitaniia po bazovoi ustavke,Vremia pitaniia po bazovoi ustavke_2,13.215964768522586,22.7
2.0,Vremia v nedopitke,Vremia v nedopitke_0,0.3,3.9238582239861506
2.0,Vremia v nedopitke,Vremia v nedopitke_1,3.9238582239861506,7.820242356284655
2.0,Vremia v nedopitke,Vremia v nedopitke_2,7.820242356284655,10.3
2.0,Vremia v perepitke,Vremia v perepitke_0,0.5,4.737134008940581
2.0,Vremia v perepitke,Vremia v perepitke_1,4.737134008940581,7.901975381185297
2.0,Vremia v perepitke,Vremia v perepitke_2,7.901975381185297,10.6
2.0,Vremia v teste,Vremia v teste_0,0.0,-0.21890544194785783
2.0,Vremia v teste,Vremia v teste_1,-0.21890544194785783,1.1987926599929706
2.0,Vremia v teste,Vremia v teste_2,1.1987926599929706,5.2
2.0,Vremia zapreta APG,Vremia zapreta APG_0,0.0,-1.502209798818013
2.0,Vremia zapreta APG,Vremia zapreta APG_1,-1.502209798818013,1.7672473928029755
2.0,Vremia zapreta APG,Vremia zapreta APG_2,1.7672473928029755,24.0
2.0,Vylivka: L/O,Vylivka: L/O_0,1760.0,3707.233847087321
2.0,Vylivka: L/O,Vylivka: L/O_1,3707.233847087321,4437.2008507684295
2.0,Vylivka: L/O,Vylivka: L/O_2,4437.2008507684295,8530.0
2.0,Vylivka: zadanie,Vylivka: zadanie_0,2000.0,3757.7027822666423
2.0,Vylivka: zadanie,Vylivka: zadanie_1,3757.7027822666423,4318.028211885405
2.0,Vylivka: zadanie,Vylivka: zadanie_2,4318.028211885405,5000.0
3.0,APG,APG_0,0.0,42460.897707824246
3.0,APG,APG_1,42460.897707824246,51161.016960089764
3.0,APG,APG_2,51161.016960089764,56289.92
3.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._0,0.0,21.21134975679444
3.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._1,21.21134975679444,112.83635666522389
3.0,AlF3: kol-vo doz v avt.rezh.,AlF3: kol-vo doz v avt.rezh._2,112.83635666522389,218.0
3.0,AlF3: ustavka pitaniia,AlF3: ustavka pitaniia_0,6.5,-47.022617732175405
3.0,AlF3: ustavka pitaniia,AlF3: ustavka pitaniia_1,-47.022617732175405,229.6837186496069
3.0,AlF3: ustavka pitaniia,AlF3: ustavka pitaniia_2,229.6837186496069,480.0
3.0,AlF3: ves dozy,AlF3: ves dozy_0,0.6,0.6277852256812589
3.0,AlF3: ves dozy,AlF3: ves dozy_1,0.6277852256812589,0.8960279297048451
3.0,AlF3: ves dozy,AlF3: ves dozy_2,0.8960279297048451,1.6
3.0,Cr. dobavka po shumam,Cr. dobavka po shumam_0,0.0,-0.008121549733230057
3.0,Cr. dobavka po shumam,Cr. dobavka po shumam_1,-0.008121549733230057,0.01375457725616582
3.0,Cr. dobavka po shumam,Cr. dobavka po shumam_2,0.01375457725616582,0.129
3.0,Cr. dobavka pri zamene,Cr. dobavka pri zamene_0,0.0,0.01805600134151894
3.0,Cr. dobavka pri zamene,Cr. dobavka pri zamene_1,0.01805600134151894,0.04579537480526924
3.0,Cr. dobavka pri zamene,Cr. dobavka pri zamene_2,0.04579537480526924,0.09000000000000001
3.0,Cr. vremennaia dobavka,Cr. vremennaia dobavka_0,0.0,-0.009901260730154725
3.0,Cr. vremennaia dobavka,Cr. vremennaia dobavka_1,-0.009901260730154725,0.011734288253090504
3.0,Cr. vremennaia dobavka,Cr. vremennaia dobavka_2,0.011734288253090504,0.248
3.0,Dlit. shuma,Dlit. shuma_0,0.0,-1.322116070670964
3.0,Dlit. shuma,Dlit. shuma_1,-1.322116070670964,3.524506985195774
3.0,Dlit. shuma,Dlit. shuma_2,3.524506985195774,23.6
3.0,Dlitelnost vylivki,Dlitelnost vylivki_0,4.0,19.79931296270572
3.0,Dlitelnost vylivki,Dlitelnost vylivki_1,19.79931296270572,30.891897650892957
3.0,Dlitelnost vylivki,Dlitelnost vylivki_2,30.891897650892957,45.0
3.0,Dob. napr.,Dob. napr._0,0.0,-0.06360809894625262
3.0,Dob. napr.,Dob. napr._1,-0.06360809894625262,0.12121718442144629
3.0,Dob. napr.,Dob. napr._2,0.12121718442144629,1.976
3.0,Dobavka k ust. po T elektrolita,Dobavka k ust. po T elektrolita_0,-0.07200000000000001,-0.009200073336060523
3.0,Dobavka k ust. po T elektrolita,Dobavka k ust. po T elektrolita_1,-0.009200073336060523,0.040678972418629285
3.0,Dobavka k ust. po T elektrolita,Dobavka k ust. po T elektrolita_2,0.040678972418629285,0.09
3.0,Doza glinozema,Doza glinozema_0,5.5,5.9291818730633725
3.0,Doza glinozema,Doza glinozema_1,5.9291818730633725,7.620677808882219
3.0,Doza glinozema,Doza glinozema_2,7.620677808882219,9.9
3.0,El-lit: CaF2,El-lit: CaF2_0,5.02,5.217674857672869
3.0,El-lit: CaF2,El-lit: CaF2_1,5.217674857672869,5.83518627004172
3.0,El-lit: CaF2,El-lit: CaF2_2,5.83518627004172,6.31
3.0,El-lit: KO,El-lit: KO_0,2.02,2.2578336303724296
3.0,El-lit: KO,El-lit: KO_1,2.2578336303724296,2.4927381966847744
3.0,El-lit: KO,El-lit: KO_2,2.4927381966847744,2.73
3.0,El-lit: MgF2,El-lit: MgF2_0,0.26,0.5752973531332852
3.0,El-lit: MgF2,El-lit: MgF2_1,0.5752973531332852,0.7499646512500568
3.0,El-lit: MgF2,El-lit: MgF2_2,0.7499646512500568,0.89
3.0,El-lit: temp-ra,El-lit: temp-ra_0,933.0,947.5613684376908
3.0,El-lit: temp-ra,El-lit: temp-ra_1,947.5613684376908,970.287512159324
3.0,El-lit: temp-ra,El-lit: temp-ra_2,970.287512159324,1072.0
3.0,El-t: uroven (fakt),El-t: uroven (fakt)_0,8.0,14.003913569521728
3.0,El-t: uroven (fakt),El-t: uroven (fakt)_1,14.003913569521728,20.201501930011418
3.0,El-t: uroven (fakt),El-t: uroven (fakt)_2,20.201501930011418,38.0
3.0,Int. mezhdu vyl. i zam. anoda,Int. mezhdu vyl. i zam. anoda_0,0.1,2.187408541040644
3.0,Int. mezhdu vyl. i zam. anoda,Int. mezhdu vyl. i zam. anoda_1,2.187408541040644,13.49106679528223
3.0,Int. mezhdu vyl. i zam. anoda,Int. mezhdu vyl. i zam. anoda_2,13.49106679528223,148.2
3.0,Int. mezhdu zam. i vyl.,Int. mezhdu zam. i vyl._0,0.2,1.6632463555585524
3.0,Int. mezhdu zam. i vyl.,Int. mezhdu zam. i vyl._1,1.6632463555585524,5.158823956941454
3.0,Int. mezhdu zam. i vyl.,Int. mezhdu zam. i vyl._2,5.158823956941454,18.4
3.0,Int. mezhdu zam. i zas. anoda,Int. mezhdu zam. i zas. anoda_0,0.0,2.054844915282671
3.0,Int. mezhdu zam. i zas. anoda,Int. mezhdu zam. i zas. anoda_1,2.054844915282671,7.6597593210607
3.0,Int. mezhdu zam. i zas. anoda,Int. mezhdu zam. i zas. anoda_2,7.6597593210607,49.3
3.0,Kol-vo doz APG v avt.rezh.,Kol-vo doz APG v avt.rezh._0,0.0,5401.385822786275
3.0,Kol-vo doz APG v avt.rezh.,Kol-vo doz APG v avt.rezh._1,5401.385822786275,8428.555461617396
3.0,Kol-vo doz APG v avt.rezh.,Kol-vo doz APG v avt.rezh._2,8428.555461617396,8992.0
